,state_name:,county:,5/16,5/17
3797,OK,Mayes,20,20
3798,OK,Osage,65,65
3799,OK,Wagoner,100,100
3800,OK,Bryan,11,11
3801,OK,Comanche,124,124
3802,OK,Delaware,71,71
3803,OK,Creek,72,72
3804,OK,Grady,41,41
3805,OK,Beckham,6,6
3806,OK,Mccurtain,9,9
3807,OK,Payne,43,43
3808,OK,Noble,6,6
3809,OK,Jefferson,3,3
3810,OK,Seminole,17,17
3811,OK,Custer,12,12
3812,OK,Rogers,63,63
3813,OK,Lincoln,14,14
3814,OK,Mcclain,76,76
3815,OK,Marshall,2,2
3816,OK,Okmulgee,16,16
3817,OK,Grant,2,2
3818,OK,Craig,11,11
3819,OK,Kay,40,40
3820,OK,Nowata,20,20
3821,OK,Muskogee,22,22
3822,OK,Carter,4,4
3823,OK,Canadian,96,96
3824,OK,Murray,2,2
3825,OK,Tillman,14,14
3826,OK,Stephens,21,21
3827,OK,Oklahoma,830,830
3828,OK,Washington,253,253
3829,OK,Pittsburg,35,35
3830,OK,Kiowa,5,5
3831,OK,Kingfisher,10,10
3832,OK,Alfalfa,1,1
3833,OK,Johnston,3,3
3834,OK,Choctaw,3,3
3835,ME,Piscataquis,1,1
3836,AK,Nome,1,1
3837,NJ,Essex,60,"""U2FsdGVkX19c5RYXuO6LoEk3F6HjYuDEtSJNBOnwqoU="""
3838,IN,Unassigned,1384,1384
3839,CA,Los Angeles,730,730
3840,PA,Erie,53,53
3841,PA,Dauphin,42,42
3842,PA,Berks,29,29
3843,MO,Lincoln,44,44
3844,TN,Crockett,9,"""U2FsdGVkX18jVMZa3tXmi+e2DonzHhZ8q4O4eN933hc="""
3845,TN,Rhea,5,"""U2FsdGVkX1/mILZlxmHjsyNUKMoQtGBnX5ZMkMpvODQ="""
3846,IL,Lee,19,19
3847,IL,Calhoun,1,1
3848,TX,Walker,218,218
3849,TX,Dallam,7,7
3850,NC,Caldwell,14,14
3851,NC,Montgomery,10,10
3852,NC,Anson,13,13
3853,NC,Pamlico,6,6
3854,NC,Clay,4,4
3855,NC,Bladen,1,1
3856,NC,Macon,1,1
3857,MO,Butler,12,12
3858,OK,Okfuskee,1,1
3859,TN,Stewart,3,"""U2FsdGVkX1/BYwMRNZf4ohiaxwNYrE5dOHPTMxmeqFY="""
3860,TX,Shelby,98,98
3861,NC,Cleveland,32,32
3862,NC,Edgecombe,79,79
3863,NV,Humboldt,13,"""U2FsdGVkX1/zITSOEJ/RJbn79tnTkjhrEro41O0o1XA="""
3864,AR,Yell,6,6
3865,SD,Moody,9,9
3866,OR,Unassigned,0,0
3867,RI,Unassigned,947,947
3868,TX,Cherokee,13,13
3869,TX,Nacogdoches,132,132
3870,TX,Panola,102,102
3871,NY,Ontario,47,"""U2FsdGVkX1+YSIK1xz1NzoGHnVq7H97zd7DjrwHGiyQ="""
3872,CA,Sutter,29,29
3873,KS,Stanton,4,4
3874,KS,Ellis,8,8
3875,KS,Cloud,3,3
3876,KS,Republic,4,4
3877,KS,Wabaunsee,16,16
3878,KS,Geary,11,11
3879,LA,Unassigned,22608,22608
3880,AR,Ashley,17,17
3881,AR,Phillips,3,3
3882,AR,Monroe,4,4
3883,AR,Marion,1,1
3884,AR,Lawrence,55,55
3885,NC,Catawba,33,33
3886,HI,Hawaii,75,75
3887,HI,Honolulu,381,381
3888,HI,Kauai,20,20
3889,HI,Maui,96,96
3890,NC,Gates,4,4
3891,NC,Bertie,17,17
3892,NC,Currituck,2,2
3893,NC,Chowan,3,3
3894,NC,Perquimans,6,6
3895,NC,Richmond,14,14
3896,NC,Martin,7,7
3897,NC,Washington,13,13
3898,NC,Tyrrell,3,3
3899,NC,Lincoln,18,18
3900,NC,Davie,19,19
3901,WI,Unassigned,6375,6375
3902,KS,Ottawa,3,3
3903,KS,Seward,398,398
3904,NC,Pitt,113,113
3905,NC,Iredell,64,64
3906,NC,Nash,24,24
3907,OK,Harper,1,1
3908,TX,Harrison,89,89
3909,TN,Moore,3,"""U2FsdGVkX18iwm3qSymMRC/kEdQfPSJnoH13gyjuPQc="""
3910,KS,Kearny,26,26
3911,SD,McPherson,1,1
3912,SD,Miner,1,1
3913,SC,Unassigned,5076,5076
3914,TX,Fayette,9,9
3915,AR,Franklin,2,2
3916,TN,Lake,54,"""U2FsdGVkX186uL3OMIzrMSWXfMUKqyY92AVUcvm+C6c="""
3917,TX,Hopkins,4,4
3918,TX,Camp,5,5
3919,TX,Marion,11,11
3920,TX,Morris,5,5
3921,TX,Rusk,31,31
3922,TX,Titus,15,15
3923,TX,Trinity,7,7
3924,TX,Upshur,14,14
3925,MA,Essex,1644,1644
3926,KS,Crawford,6,6
3927,MA,Plymouth,1336,1336
3928,NV,White Pine,3,"""U2FsdGVkX1/mOQvvh1TkXEVp1pbG+Mhy/aVK44uagRo="""
3929,OK,Woods,3,3
3930,SD,Stanley,7,7
3931,AK,Prince of Wales-Hyder,2,2
3932,AR,Woodruff,1,1
3933,MS,Unassigned,6268,6268
3934,OK,Beaver,16,16
3935,TX,Nueces,88,88
3936,SD,Buffalo,1,1
3937,SD,Day,9,9
3938,SD,Douglas,1,1
3939,MI,Ottawa,103,103
3940,NY,Allegany,31,"""U2FsdGVkX18cbY9YrotWC0tiPG34uWHnrJ6EvH+SpaU="""
3941,OK,Cimarron,1,1
3942,SD,Hand,1,1
3943,NY,Albany,957,"""U2FsdGVkX19u/xXiB7jUh0+yn4adTePybOB2tdI3NIs="""
3944,KS,Dickinson,1,1
3945,KS,Chase,3,3
3946,NV,Mineral,4,"""U2FsdGVkX19mx/7erC3UwYmH74MrFpQtfv9AeS7C34k="""
3947,AK,Kodiak Island,1,1
3948,WA,Cowlitz,19,19
3949,AR,Madison,1,1
3950,AR,Clay,3,3
3951,OR,Benton,17,17
3952,OR,Clackamas,114,114
3953,OR,Clatsop,6,6
3954,OR,Columbia,12,12
3955,OR,Coos,0,0
3956,OR,Crook,1,1
3957,OR,Curry,4,4
3958,OR,Deschutes,71,71
3959,OR,Grant,1,1
3960,OR,Harney,0,0
3961,OR,Hood River,5,5
3962,OR,Jackson,42,42
3963,OR,Jefferson,5,5
3964,OR,Lincoln,5,5
3965,OR,Linn,49,49
3966,OR,Malheur,7,7
3967,OR,Marion,246,246
3968,OR,Morrow,2,2
3969,OR,Multnomah,265,265
3970,OR,Polk,25,25
3971,OR,Sherman,1,1
3972,OR,Tillamook,6,6
3973,OR,Umatilla,53,53
3974,OR,Union,3,3
3975,OR,Wallowa,1,1
3976,OR,Washington,318,318
3977,OR,Yamhill,26,26
3978,OR,Wasco,9,9
3979,AK,Bethel,1,1
3980,CA,Tuolumne,2,2
3981,OK,Pushmataha,1,1
3982,KS,Meade,5,5
3983,KS,Haskell,10,10
3984,KS,Linn,6,6
3985,AK,Southeast Fairbanks,1,1
3986,KS,Jackson,3,3
3987,DE,Kent,505,505
3988,DE,New Castle,1272,1272
3989,DE,Sussex,1589,1589
3990,AR,Fulton,3,3
3991,NV,Lander,1,"""U2FsdGVkX19H+llV+xi+R1w36LUNSQnwahDvuRv8rvA="""
3992,TX,Ellis,126,126
3993,TX,Coryell,26,26
3994,TX,Kaufman,74,74
3995,TX,Angelina,30,30
3996,TX,Johnson,57,57
3997,TX,Rockwall,75,75
3998,TX,Jones,30,30
3999,TX,Grayson,62,62
4000,TX,Lamar,50,50
4001,TX,Bowie,64,64
4002,TX,Liberty,38,38
4003,TX,Hunt,43,43
4004,TX,Parker,27,27
4005,TX,Grimes,10,10
4006,TX,Waller,31,31
4007,TX,Calhoun,25,25
4008,TX,Henderson,22,22
4009,TX,Navarro,27,27
4010,TX,Willacy,11,11
4011,TX,Oldham,2,2
4012,TX,Ochiltree,19,19
4013,TX,Fannin,15,15
4014,TX,Sabine,1,1
4015,TX,Cottle,2,2
4016,TX,Zavala,1,1
4017,TX,Dickens,1,1
4018,TX,Brewster,1,1
4019,TX,Carson,2,2
4020,TX,Jack,3,3
4021,TX,Duval,2,2
4022,TX,San Patricio,14,14
4023,TX,Jim Wells,3,3
4024,TX,Crosby,1,1
4025,TX,Hockley,19,19
4026,TX,Austin,13,13
4027,TX,Sherman,14,14
4028,TX,Floyd,3,3
4029,TX,Live Oak,5,5
4030,TX,Clay,3,3
4031,TX,Llano,3,3
4032,TX,Pecos,9,9
4033,TX,Dimmit,1,1
4034,TX,Lampasas,3,3
4035,TX,McCulloch,3,3
4036,TX,Coke,0,0
4037,TX,Lipscomb,2,2
4038,TX,Cooke,7,7
4039,TX,Aransas,2,2
4040,TX,Hamilton,3,3
4041,TX,Hartley,4,4
4042,TX,Bee,5,5
4043,TX,Martin,2,2
4044,TX,Lee,2,2
4045,TX,Comanche,3,3
4046,TX,Starr,9,9
4047,TX,Wheeler,6,6
4048,TX,Kleberg,7,7
4049,TX,Scurry,2,2
4050,TX,Polk,16,16
4051,TX,Glasscock,1,1
4052,TX,Mitchell,1,1
4053,TX,Blanco,6,6
4054,TX,Hemphill,1,1
4055,TX,Armstrong,2,2
4056,TX,Milam,18,18
4057,TX,Yoakum,1,1
4058,TX,Motley,1,1
4059,TX,Caldwell,7,7
4060,TX,San Augustine,11,11
4061,TX,Montague,4,4
4062,TX,Refugio,0,0
4063,TX,Garza,1,1
4064,TX,Briscoe,0,0
4065,TX,Brooks,1,1
4066,TX,Falls,2,2
4067,TX,Hansford,5,5
4068,TX,Childress,1,1
4069,TX,Mason,17,17
4070,TX,Gaines,2,2
4071,TX,Erath,11,11
4072,TX,Jim Hogg,2,2
4073,TX,Bosque,2,2
4074,TX,Delta,1,1
4075,TX,Wise,13,13
4076,TX,Winkler,3,3
4077,TX,Cochran,1,1
4078,TX,Van Zandt,13,13
4079,TX,Concho,1,1
4080,TX,Lynn,4,4
4081,TX,Franklin,1,1
4082,TX,Stephens,1,1
4083,TX,Nolan,2,2
4084,TX,Howard,3,3
4085,TX,La Salle,1,1
4086,TX,Wilbarger,1,1
4087,TX,Rains,2,2
4088,TX,Collingsworth,0,0
4089,TX,Tyler,5,5
4090,TX,Runnels,1,1
4091,TX,Roberts,2,2
4092,TX,Hill,10,10
4093,TX,Callahan,2,2
4094,TX,Houston,5,5
4095,TX,Lamb,3,3
4096,TX,Coleman,0,0
4097,TX,Freestone,2,2
4098,TX,Eastland,3,3
4099,TX,Burleson,3,3
4100,TX,Madison,2,2
4101,TX,Red River,1,1
4102,TX,Parmer,6,6
4103,TX,Robertson,2,2
4104,TX,San Jacinto,9,9
4105,TX,Castro,13,13
4106,TX,Kimble,0,0
4107,TX,Bandera,5,5
4108,TX,Burnet,14,14
4109,TX,Shackelford,0,0
4110,TX,Reeves,0,0
4111,TX,Leon,4,4
4112,TX,Limestone,8,8
4113,TX,Wood,8,8
4114,TX,Palo Pinto,6,6
4115,TX,Knox,1,1
4116,TX,Zapata,6,6
4117,TX,Colorado,10,10
4118,TX,Young,3,3
4119,TX,Bailey,0,0
4120,KS,Doniphan,3,3
4121,CA,Napa,36,36
4122,CA,Yuba,18,18
4123,KS,Morton,3,3
4124,AK,Sitka,1,1
4125,NE,Douglas,228,228
4126,IL,Winnebago,327,327
4127,CA,Nevada,40,40
4128,NJ,Sussex,830,"""U2FsdGVkX1/98Hmbq7z9b/gvB4kwaKUCdm8KWPyw3s4="""
4129,KS,Stevens,14,14
4130,KS,Norton,2,2
4131,OH,Hamilton,447,447
4132,OH,Marion,107,107
4133,OH,Delaware,172,172
4134,KS,Gray,6,6
4135,KS,Saline,22,22
4136,KS,Marion,4,4
4137,IN,Dubois,30,30
4138,OH,Franklin,731,731
4139,OH,Clermont,70,70
4140,NC,Unassigned,6689,6689
4141,WA,Pierce,952,952
4142,IL,Boone,36,36
4143,AR,Montgomery,1,1
4144,CA,San Joaquin,511,511
4145,CA,Marin,224,224
4146,CA,Kings,103,103
4147,CA,Inyo,15,15
4148,CO,El Paso,757,757
4149,NE,Sarpy,116,116
4150,NE,Cass,5,5
4151,SD,Grant,2,2
4152,IL,Iroquois,33,33
4153,IL,Macon,37,37
4154,KS,Pratt,1,1
4155,KS,Phillips,1,1
4156,KS,Wilson,1,1
4157,CA,Lake,8,8
4158,KS,Johnson,386,386
4159,PR,Puerto Rico,850,850
4160,KS,Sumner,2,2
4161,KS,Scott,3,3
4162,KS,Barton,12,12
4163,CA,Contra Costa,919,919
4164,KS,Sherman,5,5
4165,KS,Rooks,6,6
4166,CA,Mariposa,14,14
4167,Veteran Affair,VA Hospitals,0,0
4168,KS,Grant,9,9
4169,MA,Franklin,158,158
4170,MA,Hampden,179,179
4171,WA,Yakima,715,715
4172,AB,Calgary,4519,4519
4173,AB,Central,99,99
4174,AB,Edmonton,518,518
4175,AB,North,229,229
4176,AB,South,1197,1197
4177,AB,Unassigned,25,25
4178,BC,Fraser Region,1184,1184
4179,BC,Interior Region,181,181
4180,BC,Northern Region,59,59
4181,BC,Unassigned,0,0
4182,BC,Vancouver Coastal Health Region,878,878
4183,Grand Princess/Repatriations,Canadian Forces Base Trenton,2,2
4184,Grand Princess/Repatriations,Grand Princess,10,10
4185,Grand Princess/Repatriations,Mississauga,1,1
4186,MB,Southern,30,30
4187,MB,Unassigned,0,0
4188,MB,Winnipeg,210,210
4189,NB,Zone 1(South East-Moncton),23,23
4190,NB,Zone 2 (South Central-Saint John),27,27
4191,NB,Zone 3 (Central West-Fredericton),48,48
4192,NB,Zone 4 (North West-Edmundston),7,7
4193,NB,Zone 5 (North Central-Campbellton),12,12
4194,NL,Labrador Grenfell,6,6
4195,NL,Eastern,242,242
4196,NL,Unassigned,0,0
4197,NS,Unassigned,0,0
4198,NT,Northwest Territories,5,5
4199,PE,Prince,8,8
4200,PE,Queens,18,18
4201,PE,Unassigned,0,0
4202,QC,Abitibi-Temiscamingue,161,161
4203,QC,Bas-Saint-Laurent,43,43
4204,QC,Capitale Nationale,1206,1206
4205,QC,Chaudiere-Appalaches,450,450
4206,QC,Cote-Nord,117,117
4207,QC,Estrie,911,911
4208,QC,Gaspesie-Iles-de-la-Madeleine,174,174
4209,QC,Lanaudiere,3252,3252
4210,QC,Laurentides,2191,2191
4211,QC,Laval,4596,4596
4212,QC,Mauricie - Centre du Quebec,1714,1714
4213,QC,Monteregie,5230,5230
4214,QC,Montreal,21410,21410
4215,QC,Nord-du-Quebec,9,9
4216,QC,Nunavik,20,20
4217,QC,Outaouais,381,381
4218,QC,Saguenay-Lac-Saint-Jean,310,310
4219,QC,Terres-Cries-de-la-Baie-James,11,11
4220,SK,North,106,106
4221,SK,Regina,76,76
4222,SK,Saskatoon,164,164
4223,SK,South,15,15
4224,SK,Unassigned,0,0
4225,YT,Unassigned,11,11
4226,NB,Zone 7 (Central East-Miramichi),2,2
4227,BC,Vancouver Island Region,126,126
4228,SK,Far North,218,218
4229,SK,Central,12,12
4230,MB,Interlake-Eastern,20,20
4231,MB,Prairie Mountain,26,26
4232,MB,Northern,3,3
4233,NL,Central,8,8
4234,NL,Western,4,4
4235,QC,Unassigned,6,6
4236,NB,Unassigned,0,0
4237,NS,Northern,44,44
4238,NS,Western,54,54
4239,NS,Central,888,888
4240,NS,Eastern,51,51
4241,ON,Algoma,18,20
4242,ON,Brant,108,116
4243,ON,Chatham-Kent,123,135
4244,ON,Durham,1231,1231
4245,ON,Eastern Ontario,137,137
4246,ON,Grey Bruce,86,91
4247,ON,Haldimand-Norfolk,197,206
4248,ON,Haliburton-Kawartha Lakes-Pineridge,163,198
4249,ON,Halton,563,563
4250,ON,Hamilton,578,584
4251,ON,Hastings-Prince Edward*,42,45
4252,ON,Huron Perth*,50,51
4253,ON,"Kingston,\xa0Frontenac-Lennox & Addington",60,62
4254,ON,Lambton,217,222
4255,ON,"Leeds, Grenville & Lanark*",332,334
4256,ON,Middlesex-London,470,480
4257,ON,Niagara,595,595
4258,ON,North Bay-Nipissing-Parry Sound*,20,21
4259,ON,Northwestern*,19,19
4260,ON,Ottawa,1787,1787
4261,ON,Peel Region,3325,3473
4262,ON,Peterborough,73,96
4263,ON,Porcupine,65,65
4264,ON,Renfrew Region County & Districts,20,20
4265,ON,Simcoe-Muskoka*,417,417
4266,ON,Southwestern,62,63
4267,ON,Public Health Sudbury & Districts*,63,64
4268,ON,Thunder Bay,79,81
4269,ON,Timiskaming,18,20
4270,ON,Toronto,7704,8386
4271,ON,Waterloo,957,997
4272,ON,Wellington-Dufferin-Guelph,339,341
4273,ON,Windsor Essex,765,767
4274,ON,York,1970,1994
4275,ON,Unassigned,0,0
4276,NB,Zone 6 (North East-Bathurst),1,1
4277,Diamond Princess,Unassigned,1,1
4278,NU,Unassigned,0,0
4279,PE,Kings,1,1
4280,AK,Anchorage,4,4
4281,AK,Fairbanks North Star,2,2
4282,AK,Unassigned,0,0
4283,AL,Autauga,4,4
4284,AL,Baldwin,8,8
4285,AL,Chambers,22,22
4286,AL,Colbert,2,2
4287,AL,Etowah,10,10
4288,AL,Houston,4,4
4289,AL,Jackson,2,2
4290,AL,Jefferson,73,73
4291,AL,Lauderdale,2,2
4292,AL,Lee,31,31
4293,AL,Macon,2,2
4294,AL,Madison,4,4
4295,AL,Marengo,6,6
4296,AL,Marion,9,9
4297,AL,Marshall,9,9
4298,AL,Mobile,100,100
4299,AL,Monroe,2,2
4300,AL,Montgomery,20,20
4301,AL,Randolph,7,7
4302,AL,Shelby,19,19
4303,AL,Tallapoosa,57,57
4304,AL,Washington,5,5
4305,AR,Cleburne,4,4
4306,AR,Conway,1,1
4307,AR,Crittenden,7,7
4308,AR,Drew,1,1
4309,AR,Faulkner,3,3
4310,AR,Hempstead,1,1
4311,AR,Jefferson,19,19
4312,AR,Lawrence,4,4
4313,AR,Phillips,1,1
4314,AR,Pulaski,23,23
4315,AR,Saline,1,1
4316,AR,Van Buren,2,2
4317,AZ,Coconino,64,64
4318,AZ,Maricopa,319,319
4319,AZ,Navajo,48,48
4320,AZ,Pima,157,157
4321,AZ,Unassigned,1,1
4322,AZ,Yavapai,5,5
4323,CA,Alameda,83,83
4324,CA,Contra Costa,33,33
4325,CA,Fresno,16,16
4326,CA,Imperial,15,15
4327,CA,Kern,25,25
4328,CA,Kings,2,2
4329,CA,Los Angeles,1793,1793
4330,CA,Madera,2,2
4331,CA,Marin,14,14
4332,CA,Merced,6,6
4333,CA,Mono,1,1
4334,CA,Monterey,8,8
4335,CA,Napa,3,3
4336,CA,Nevada,1,1
4337,CA,Orange,86,86
4338,CA,Placer,8,8
4339,CA,Riverside,242,242
4340,CA,Sacramento,54,54
4341,CA,San Benito,2,2
4342,CA,San Bernardino,155,155
4343,CA,San Diego,209,209
4344,CA,San Francisco,36,36
4345,CA,San Joaquin,31,31
4346,CA,San Luis Obispo,1,1
4347,CA,San Mateo,66,66
4348,CA,Santa Barbara,11,11
4349,CA,Santa Clara,135,135
4350,CA,Santa Cruz,2,2
4351,CA,Shasta,4,4
4352,CA,Solano,16,16
4353,CA,Sonoma,4,4
4354,CA,Stanislaus,24,24
4355,CA,Sutter,2,2
4356,CA,Tulare,67,67
4357,CA,Ventura,25,25
4358,CA,Yolo,22,22
4359,CA,Yuba,1,1
4360,CO,Adams,102,102
4361,CO,Alamosa,2,2
4362,CO,Arapahoe,244,244
4363,CO,Boulder,59,59
4364,CO,Broomfield,22,22
4365,CO,Chaffee,17,17
4366,CO,Crowley,1,1
4367,CO,Delta,1,1
4368,CO,Denver,261,261
4369,CO,Douglas,38,38
4370,CO,Eagle,8,8
4371,CO,El Paso,83,83
4372,CO,Elbert,2,2
4373,CO,Garfield,2,2
4374,CO,Gunnison,6,6
4375,CO,Jefferson,122,122
4376,CO,Larimer,21,21
4377,CO,Montezuma,3,3
4378,CO,Montrose,11,11
4379,CO,Ouray,1,1
4380,CO,Out of state,1,1
4381,CO,Pitkin,2,2
4382,CO,Pueblo,13,13
4383,CO,Summit,1,1
4384,CO,Teller,2,2
4385,CO,Weld,123,123
4386,CT,Fairfield,1125,1125
4387,CT,Hartford,1044,1044
4388,CT,Litchfield,116,116
4389,CT,Middlesex,124,124
4390,CT,New Haven,800,800
4391,CT,New London,65,65
4392,CT,Tolland,51,51
4393,CT,Unassigned,2,2
4394,CT,Windham,12,12
4395,DC,District of Columbia,375,375
4396,DE,Kent,52,52
4397,DE,New Castle,121,121
4398,DE,Sussex,112,112
4399,FL,Baker,3,3
4400,FL,Bay,3,3
4401,FL,Brevard,10,10
4402,FL,Broward,278,278
4403,FL,Charlotte,41,41
4404,FL,Citrus,11,11
4405,FL,Clay,25,25
4406,FL,Collier,37,37
4407,FL,DeSoto,6,6
4408,FL,Duval,34,34
4409,FL,Escambia,20,20
4410,FL,Flagler,4,4
4411,FL,Glades,1,1
4412,FL,Hernando,5,5
4413,FL,Highlands,8,8
4414,FL,Hillsborough,51,51
4415,FL,Indian River,9,9
4416,FL,Lake,14,14
4417,FL,Lee,79,79
4418,FL,Manatee,81,81
4419,FL,Marion,5,5
4420,FL,Martin,6,6
4421,FL,Miami-Dade,559,559
4422,FL,Monroe,3,3
4423,FL,Okaloosa,5,5
4424,FL,Orange,38,38
4425,FL,Osceola,17,17
4426,FL,Palm Beach,275,275
4427,FL,Pasco,9,9
4428,FL,Pinellas,67,67
4429,FL,Polk,41,41
4430,FL,Putnam,3,3
4431,FL,Santa Rosa,9,9
4432,FL,Sarasota,58,58
4433,FL,Seminole,12,12
4434,FL,St. Johns,5,5
4435,FL,St. Lucie,27,27
4436,FL,Sumter,16,16
4437,FL,Volusia,30,30
4438,GA,Baker,2,2
4439,GA,Baldwin,12,13
4440,GA,Barrow,8,8
4441,GA,Bartow,35,35
4442,GA,Bibb,15,15
4443,GA,Brantley,2,2
4444,GA,Brooks,9,9
4445,GA,Bryan,4,4
4446,GA,Bulloch,2,2
4447,GA,Burke,3,3
4448,GA,Calhoun,7,7
4449,GA,Carroll,20,20
4450,GA,Chatham,14,14
4451,GA,Chattooga,2,2
4452,GA,Cherokee,24,24
4453,GA,Clarke,13,13
4454,GA,Clay,3,3
4455,GA,Clayton,38,38
4456,GA,Cobb,132,132
4457,GA,Coffee,12,12
4458,GA,Colquitt,11,11
4459,GA,Coweta,4,4
4460,GA,Dade,1,1
4461,GA,Dawson,1,1
4462,GA,DeKalb,81,82
4463,GA,Dooly,12,12
4464,GA,Dougherty,134,134
4465,GA,Douglas,15,15
4466,GA,Early,28,28
4467,GA,Effingham,1,1
4468,GA,Fayette,11,11
4469,GA,Floyd,13,13
4470,GA,Forsyth,11,11
4471,GA,Fulton,165,165
4472,GA,Gordon,15,15
4473,GA,Greene,6,6
4474,GA,Gwinnett,102,102
4475,GA,Habersham,16,16
4476,GA,Harris,3,3
4477,GA,Heard,1,1
4478,GA,Henry,18,18
4479,GA,Houston,16,16
4480,GA,Jackson,3,3
4481,GA,Jefferson,1,1
4482,GA,Jenkins,1,1
4483,GA,Johnson,2,2
4484,GA,Laurens,1,1
4485,GA,Lee,23,23
4486,GA,Lowndes,4,4
4487,GA,Madison,1,1
4488,GA,Mcduffie,4,4
4489,GA,Mitchell,32,32
4490,GA,Monroe,5,5
4491,GA,Muscogee,15,15
4492,GA,Newton,10,10
4493,GA,Oconee,2,2
4494,GA,Oglethorpe,4,4
4495,GA,Paulding,10,10
4496,GA,Peach,2,2
4497,GA,Pickens,3,3
4498,GA,Pierce,4,4
4499,GA,Randolph,21,21
4500,GA,Richmond,17,17
4501,GA,Rockdale,7,7
4502,GA,Schley,1,1
4503,GA,Spalding,15,15
4504,GA,Sumter,39,39
4505,GA,Talbot,1,1
4506,GA,Taylor,2,2
4507,GA,Terrell,24,24
4508,GA,Thomas,29,29
4509,GA,Tift,11,11
4510,GA,Toombs,4,4
4511,GA,Troup,6,6
4512,GA,Unassigned,0,0
4513,GA,Union,1,1
4514,GA,Upson,29,29
4515,GA,Walton,8,8
4516,GA,Ware,12,12
4517,GA,Whitfield,6,6
4518,GA,Wilkinson,3,3
4519,GA,Worth,17,17
4520,Grand Princess,Grand Princess ,3,3
4521,GU,Guam,5,5
4522,HI,Honolulu,11,11
4523,HI,Maui,6,6
4524,IA,Allamakee,4,4
4525,IA,Appanoose,3,3
4526,IA,Benton,1,1
4527,IA,Dubuque,10,10
4528,IA,Henry,1,1
4529,IA,Johnson,7,7
4530,IA,Linn,70,70
4531,IA,Muscatine,32,32
4532,IA,Polk,78,78
4533,IA,Poweshiek,8,8
4534,IA,Scott,8,8
4535,IA,Tama,16,16
4536,IA,Unassigned,0,0
4537,IA,Washington,8,8
4538,ID,Ada,22,"""U2FsdGVkX197jBrcYKUUbCpxz5L4obbCvRlNO9l5jyc="""
4539,ID,Blaine,5,"""U2FsdGVkX196sAwxi/B4UPGPCZW3nAHfcb08sGbp4cQ="""
4540,ID,Canyon,6,"""U2FsdGVkX18ms7ygR6vAjSoWJNwxggV0g0gT6GujfYc="""
4541,ID,Cassia,1,"""U2FsdGVkX1+8bPETy7t8G4ak/oJtcUqsOAjzJbpnWe8="""
4542,ID,Jerome,2,"""U2FsdGVkX19CaltA6gh9ERZghcRqnkjyIsZTJlVMzVw="""
4543,ID,Nez Perce,19,"""U2FsdGVkX18CWmkHrU2iyrHdn/AcAxZGnJ8LpgBb160="""
4544,ID,Payette,2,"""U2FsdGVkX19IjbiiofE8jpuqU+RQAioA8uK5POFocbc="""
4545,ID,Twin Falls,14,"""U2FsdGVkX18YgG+thNm8ulcaBqQKoqFIeXIOU816/WE="""
4546,IL,Boone,14,14
4547,IL,Carroll,2,2
4548,IL,Champaign,7,7
4549,IL,Christian,4,4
4550,IL,Cook,2814,2814
4551,IL,DeKalb,2,2
4552,IL,DuPage,293,293
4553,IL,Effingham,1,1
4554,IL,Ford,1,1
4555,IL,Jackson,10,10
4556,IL,Kane,109,109
4557,IL,Kankakee,31,31
4558,IL,Kendall,17,17
4559,IL,LaSalle,8,8
4560,IL,Lake,209,209
4561,IL,Macon,17,17
4562,IL,Madison,39,39
4563,IL,McHenry,62,62
4564,IL,McLean,4,4
4565,IL,Monroe,11,11
4566,IL,Montgomery,1,1
4567,IL,Morgan,1,1
4568,IL,Peoria,6,6
4569,IL,Rock Island,18,18
4570,IL,Sangamon,25,25
4571,IL,St. Clair,65,65
4572,IL,Tazewell,3,3
4573,IL,Unassigned,0,0
4574,IL,Whiteside,8,8
4575,IL,Will,240,240
4576,IL,Winnebago,34,34
4577,IN,Adams,1,1
4578,IN,Allen,61,61
4579,IN,Bartholomew,30,30
4580,IN,Boone,32,32
4581,IN,Brown,1,1
4582,IN,Cass,5,5
4583,IN,Clark,30,30
4584,IN,Clinton,1,1
4585,IN,Daviess,15,15
4586,IN,Dearborn,18,18
4587,IN,Decatur,31,31
4588,IN,Delaware,20,20
4589,IN,Elkhart,23,23
4590,IN,Fayette,4,4
4591,IN,Floyd,37,37
4592,IN,Fountain,2,2
4593,IN,Franklin,7,7
4594,IN,Grant,18,18
4595,IN,Greene,20,20
4596,IN,Hamilton,90,90
4597,IN,Hancock,23,23
4598,IN,Harrison,15,15
4599,IN,Hendricks,60,60
4600,IN,Howard,11,11
4601,IN,Huntington,2,2
4602,IN,Jasper,1,1
4603,IN,Johnson,94,94
4604,IN,Kosciusko,1,1
4605,IN,LaPorte,14,14
4606,IN,LaGrange,2,2
4607,IN,Lake,140,140
4608,IN,Lawrence,21,21
4609,IN,Madison,57,57
4610,IN,Marion,474,474
4611,IN,Monroe,9,9
4612,IN,Morgan,17,17
4613,IN,Newton,9,9
4614,IN,Noble,20,20
4615,IN,Orange,19,19
4616,IN,Owen,1,1
4617,IN,Porter,10,10
4618,IN,Putnam,5,5
4619,IN,Randolph,3,3
4620,IN,Ripley,6,6
4621,IN,Rush,2,2
4622,IN,Scott,2,2
4623,IN,Shelby,20,20
4624,IN,St. Joseph,28,28
4625,IN,Steuben,2,2
4626,IN,Tippecanoe,2,2
4627,IN,Vanderburgh,2,2
4628,IN,Vigo,6,6
