,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268
2020-04-18,30.0,26.0,364.0,35.0,123.0,19.0,66.0,431.0,15.0,,,75.0,42.0,5163.0,31.0,46.0,2141.0,41.0,35.0,22.0,1356.0,,116.0,4642.0,153.0,,,36.0,31.0,12.0,173.0,336.0,13.0,,200.0,421.0,205.0,,,38.0,,82.0,18683.0,,,4352.0,,108.0,,,,,,41.0,156.0,,486.0,520.0,4958.0,81.0,530.0,151.0,22745.0,,190.0,17.0,11.0,230.0,12.0,,,,21.0,,33.0,72.0,86.0,13.0,,,546.0,56.0,135.0,,3471.0,11.0,,18.0,17.0,49.0,161.0,,135.0,109.0,,300.0,387.0,332.0,657.0,,411.0,273.0,39.0,,87.0,,110.0,,11.0,,66.0,,50.0,,20002.0,,,1400.0,1327.0,,,47.0,,37.0,1769.0,37428.0,125.0,37.0,16910.0,,,,156821.0,,,26.0,364.0,35.0,123.0,19.0,66.0,431.0,15.0,,,75.0,42.0,5163.0,31.0,46.0,2141.0,41.0,35.0,22.0,1356.0,,116.0,4642.0,153.0,,,36.0,31.0,12.0,173.0,336.0,13.0,,200.0,421.0,205.0,,,38.0,,82.0,18683.0,,,4352.0,,108.0,,,,,,41.0,156.0,,486.0,520.0,4958.0,81.0,530.0,151.0,22745.0,,190.0,17.0,11.0,230.0,12.0,,,,21.0,,33.0,72.0,86.0,13.0,,,546.0,56.0,135.0,,3471.0,11.0,,18.0,17.0,49.0,161.0,,135.0,109.0,,300.0,387.0,332.0,657.0,,411.0,273.0,39.0,,87.0,,110.0,,11.0,,66.0,,50.0,,20002.0,,,1400.0,1327.0,,,47.0,,37.0,1769.0,37428.0,125.0,37.0,16910.0,,,,156821.0,,
2020-04-19,30.0,26.0,367.0,35.0,129.0,20.0,67.0,443.0,18.0,,,84.0,45.0,5453.0,31.0,47.0,2354.0,41.0,36.0,22.0,1401.0,,126.0,4642.0,153.0,,,39.0,32.0,12.0,181.0,346.0,13.0,,217.0,456.0,224.0,,,38.0,,90.0,19325.0,,,4459.0,,110.0,,,,,,46.0,172.0,,521.0,535.0,5031.0,82.0,571.0,164.0,23227.0,,222.0,17.0,12.0,232.0,12.0,,,,21.0,,33.0,72.0,88.0,13.0,,,650.0,57.0,137.0,,3613.0,11.0,,19.0,19.0,49.0,164.0,,143.0,116.0,,348.0,397.0,347.0,687.0,,421.0,313.0,39.0,,92.0,,117.0,,11.0,11.0,70.0,,52.0,,20043.0,,10.0,1511.0,1368.0,,,47.0,,37.0,1890.0,39775.0,133.0,37.0,18028.0,,,,163236.0,,,26.0,367.0,35.0,129.0,20.0,67.0,443.0,18.0,,,84.0,45.0,5453.0,31.0,47.0,2354.0,41.0,36.0,22.0,1401.0,,126.0,4642.0,153.0,,,39.0,32.0,12.0,181.0,346.0,13.0,,217.0,456.0,224.0,,,38.0,,90.0,19325.0,,,4459.0,,110.0,,,,,,46.0,172.0,,521.0,535.0,5031.0,82.0,571.0,164.0,23227.0,,222.0,17.0,12.0,232.0,12.0,,,,21.0,,33.0,72.0,88.0,13.0,,,650.0,57.0,137.0,,3613.0,11.0,,19.0,19.0,49.0,164.0,,143.0,116.0,,348.0,397.0,347.0,687.0,,421.0,313.0,39.0,,92.0,,117.0,,11.0,11.0,70.0,,52.0,,20043.0,,10.0,1511.0,1368.0,,,47.0,,37.0,1890.0,39775.0,133.0,37.0,18028.0,,,,163236.0,,
2020-04-20,33.0,26.0,375.0,36.0,132.0,20.0,67.0,452.0,19.0,,,91.0,47.0,5683.0,32.0,48.0,2462.0,42.0,36.0,42.0,1565.0,,133.0,4642.0,179.0,,,47.0,34.0,12.0,186.0,355.0,13.0,,226.0,474.0,239.0,,,40.0,,94.0,19720.0,,,4586.0,,113.0,,,,,,46.0,189.0,,559.0,582.0,5118.0,82.0,610.0,172.0,23660.0,,236.0,17.0,14.0,234.0,12.0,,,,21.0,,35.0,73.0,89.0,14.0,,,686.0,67.0,141.0,,3697.0,12.0,,20.0,21.0,51.0,165.0,,168.0,120.0,,400.0,409.0,360.0,714.0,,451.0,361.0,39.0,,97.0,,122.0,,11.0,12.0,74.0,,54.0,,20453.0,,10.0,1540.0,1393.0,,,47.0,,38.0,2017.0,40945.0,141.0,41.0,18527.0,10.0,,,167772.0,,,26.0,375.0,36.0,132.0,20.0,67.0,452.0,19.0,,,91.0,47.0,5683.0,32.0,48.0,2462.0,42.0,36.0,42.0,1565.0,,133.0,4642.0,179.0,,,47.0,34.0,12.0,186.0,355.0,13.0,,226.0,474.0,239.0,,,40.0,,94.0,19720.0,,,4586.0,,113.0,,,,,,46.0,189.0,,559.0,582.0,5118.0,82.0,610.0,172.0,23660.0,,236.0,17.0,14.0,234.0,12.0,,,,21.0,,35.0,73.0,89.0,14.0,,,686.0,67.0,141.0,,3697.0,12.0,,20.0,21.0,51.0,165.0,,168.0,120.0,,400.0,409.0,360.0,714.0,,451.0,361.0,39.0,,97.0,,122.0,,11.0,12.0,74.0,,54.0,,20453.0,,10.0,1540.0,1393.0,,,47.0,,38.0,2017.0,40945.0,141.0,41.0,18527.0,10.0,,,167772.0,,
2020-04-21,36.0,26.0,384.0,37.0,136.0,22.0,67.0,470.0,19.0,,,101.0,51.0,5828.0,33.0,49.0,2587.0,43.0,38.0,42.0,1727.0,,139.0,4642.0,189.0,,,47.0,36.0,12.0,194.0,364.0,13.0,,235.0,507.0,250.0,,,40.0,,98.0,20267.0,,,4862.0,,116.0,,,,,,46.0,199.0,10.0,592.0,590.0,5209.0,82.0,687.0,177.0,24114.0,,236.0,19.0,14.0,236.0,15.0,,,,21.0,,37.0,75.0,89.0,14.0,,,712.0,70.0,143.0,,3764.0,12.0,,20.0,22.0,54.0,181.0,,176.0,126.0,,445.0,428.0,380.0,735.0,,478.0,405.0,39.0,,103.0,,125.0,,11.0,13.0,77.0,,58.0,,20852.0,,12.0,1580.0,1429.0,,10.0,47.0,,38.0,2140.0,42686.0,151.0,43.0,19092.0,10.0,,,173124.0,,,26.0,384.0,37.0,136.0,22.0,67.0,470.0,19.0,,,101.0,51.0,5828.0,33.0,49.0,2587.0,43.0,38.0,42.0,1727.0,,139.0,4642.0,189.0,,,47.0,36.0,12.0,194.0,364.0,13.0,,235.0,507.0,250.0,,,40.0,,98.0,20267.0,,,4862.0,,116.0,,,,,,46.0,199.0,10.0,592.0,590.0,5209.0,82.0,687.0,177.0,24114.0,,236.0,19.0,14.0,236.0,15.0,,,,21.0,,37.0,75.0,89.0,14.0,,,712.0,70.0,143.0,,3764.0,12.0,,20.0,22.0,54.0,181.0,,176.0,126.0,,445.0,428.0,380.0,735.0,,478.0,405.0,39.0,,103.0,,125.0,,11.0,13.0,77.0,,58.0,,20852.0,,12.0,1580.0,1429.0,,10.0,47.0,,38.0,2140.0,42686.0,151.0,43.0,19092.0,10.0,,,173124.0,,
2020-04-22,36.0,26.0,392.0,37.0,147.0,24.0,67.0,491.0,20.0,,,110.0,55.0,5998.0,34.0,51.0,2741.0,45.0,38.0,43.0,1910.0,,147.0,4642.0,196.0,,13.0,48.0,38.0,12.0,201.0,370.0,13.0,,245.0,520.0,264.0,,,43.0,,141.0,20798.0,,,5033.0,,121.0,,,,,,46.0,213.0,10.0,645.0,616.0,5297.0,83.0,730.0,184.0,24648.0,,263.0,19.0,14.0,237.0,18.0,11.0,,,21.0,,38.0,78.0,92.0,14.0,,,857.0,72.0,145.0,,3929.0,13.0,,20.0,22.0,55.0,182.0,,201.0,136.0,,484.0,437.0,401.0,762.0,,498.0,456.0,40.0,,109.0,,130.0,,11.0,14.0,77.0,,58.0,,21282.0,,12.0,1765.0,1478.0,,10.0,48.0,,38.0,2259.0,45086.0,161.0,46.0,20264.0,12.0,,10.0,180236.0,,,26.0,392.0,37.0,147.0,24.0,67.0,491.0,20.0,,,110.0,55.0,5998.0,34.0,51.0,2741.0,45.0,38.0,43.0,1910.0,,147.0,4642.0,196.0,,13.0,48.0,38.0,12.0,201.0,370.0,13.0,,245.0,520.0,264.0,,,43.0,,141.0,20798.0,,,5033.0,,121.0,,,,,,46.0,213.0,10.0,645.0,616.0,5297.0,83.0,730.0,184.0,24648.0,,263.0,19.0,14.0,237.0,18.0,11.0,,,21.0,,38.0,78.0,92.0,14.0,,,857.0,72.0,145.0,,3929.0,13.0,,20.0,22.0,55.0,182.0,,201.0,136.0,,484.0,437.0,401.0,762.0,,498.0,456.0,40.0,,109.0,,130.0,,11.0,14.0,77.0,,58.0,,21282.0,,12.0,1765.0,1478.0,,10.0,48.0,,38.0,2259.0,45086.0,161.0,46.0,20264.0,12.0,,10.0,180236.0,,
2020-04-23,40.0,27.0,402.0,37.0,152.0,24.0,67.0,510.0,20.0,,,120.0,58.0,6262.0,37.0,53.0,2906.0,49.0,39.0,43.0,2078.0,,160.0,4642.0,206.0,,14.0,48.0,40.0,13.0,208.0,384.0,13.0,,260.0,537.0,276.0,,,44.0,,149.0,21342.0,,,5279.0,,121.0,,,,,,46.0,225.0,10.0,681.0,635.0,5391.0,83.0,769.0,189.0,25085.0,,281.0,19.0,14.0,238.0,18.0,13.0,,11.0,22.0,,38.0,80.0,93.0,17.0,,,970.0,75.0,149.0,,4068.0,14.0,,22.0,28.0,56.0,187.0,,212.0,141.0,,530.0,446.0,426.0,785.0,10.0,524.0,513.0,40.0,,114.0,,134.0,,12.0,14.0,79.0,,65.0,,21717.0,,13.0,1937.0,1509.0,,10.0,49.0,,38.0,2376.0,47412.0,174.0,52.0,21111.0,12.0,,10.0,186912.0,,,27.0,402.0,37.0,152.0,24.0,67.0,510.0,20.0,,,120.0,58.0,6262.0,37.0,53.0,2906.0,49.0,39.0,43.0,2078.0,,160.0,4642.0,206.0,,14.0,48.0,40.0,13.0,208.0,384.0,13.0,,260.0,537.0,276.0,,,44.0,,149.0,21342.0,,,5279.0,,121.0,,,,,,46.0,225.0,10.0,681.0,635.0,5391.0,83.0,769.0,189.0,25085.0,,281.0,19.0,14.0,238.0,18.0,13.0,,11.0,22.0,,38.0,80.0,93.0,17.0,,,970.0,75.0,149.0,,4068.0,14.0,,22.0,28.0,56.0,187.0,,212.0,141.0,,530.0,446.0,426.0,785.0,10.0,524.0,513.0,40.0,,114.0,,134.0,,12.0,14.0,79.0,,65.0,,21717.0,,13.0,1937.0,1509.0,,10.0,49.0,,38.0,2376.0,47412.0,174.0,52.0,21111.0,12.0,,10.0,186912.0,,
2020-04-24,42.0,27.0,407.0,37.0,165.0,24.0,75.0,522.0,20.0,11.0,,127.0,60.0,6490.0,43.0,54.0,3331.0,52.0,41.0,43.0,2241.0,,168.0,4642.0,215.0,,14.0,50.0,43.0,13.0,210.0,394.0,13.0,,265.0,560.0,287.0,,,45.0,,172.0,21858.0,,,5575.0,,125.0,11.0,,,,,47.0,239.0,10.0,721.0,647.0,5481.0,83.0,794.0,192.0,25549.0,,328.0,20.0,14.0,240.0,19.0,14.0,,11.0,22.0,,40.0,83.0,95.0,21.0,,,1069.0,80.0,155.0,,4192.0,17.0,,24.0,31.0,56.0,194.0,,237.0,146.0,,572.0,462.0,454.0,820.0,10.0,545.0,555.0,40.0,,121.0,,139.0,,12.0,15.0,79.0,16.0,75.0,,22157.0,,16.0,2021.0,1549.0,,10.0,50.0,,38.0,2491.0,49724.0,187.0,56.0,21840.0,12.0,,10.0,193665.0,,,27.0,407.0,37.0,165.0,24.0,75.0,522.0,20.0,11.0,,127.0,60.0,6490.0,43.0,54.0,3331.0,52.0,41.0,43.0,2241.0,,168.0,4642.0,215.0,,14.0,50.0,43.0,13.0,210.0,394.0,13.0,,265.0,560.0,287.0,,,45.0,,172.0,21858.0,,,5575.0,,125.0,11.0,,,,,47.0,239.0,10.0,721.0,647.0,5481.0,83.0,794.0,192.0,25549.0,,328.0,20.0,14.0,240.0,19.0,14.0,,11.0,22.0,,40.0,83.0,95.0,21.0,,,1069.0,80.0,155.0,,4192.0,17.0,,24.0,31.0,56.0,194.0,,237.0,146.0,,572.0,462.0,454.0,820.0,10.0,545.0,555.0,40.0,,121.0,,139.0,,12.0,15.0,79.0,16.0,75.0,,22157.0,,16.0,2021.0,1549.0,,10.0,50.0,,38.0,2491.0,49724.0,187.0,56.0,21840.0,12.0,,10.0,193665.0,,
2020-04-25,43.0,27.0,415.0,40.0,176.0,27.0,79.0,530.0,21.0,11.0,,131.0,63.0,6679.0,44.0,55.0,3704.0,54.0,41.0,43.0,2402.0,,174.0,4642.0,225.0,,14.0,51.0,49.0,14.0,214.0,403.0,13.0,,267.0,576.0,294.0,,,46.0,,177.0,22248.0,,,5760.0,10.0,130.0,11.0,,,,,55.0,262.0,10.0,780.0,689.0,5574.0,86.0,1014.0,194.0,25969.0,,345.0,25.0,14.0,240.0,19.0,15.0,,12.0,22.0,,40.0,85.0,96.0,21.0,,,1221.0,84.0,158.0,,4304.0,18.0,,24.0,32.0,57.0,199.0,10.0,253.0,154.0,,634.0,477.0,494.0,854.0,10.0,567.0,615.0,40.0,,127.0,,144.0,,12.0,17.0,80.0,16.0,79.0,,22524.0,,16.0,2152.0,1589.0,,10.0,51.0,,38.0,2600.0,51493.0,201.0,64.0,22853.0,12.0,,10.0,199997.0,,,27.0,415.0,40.0,176.0,27.0,79.0,530.0,21.0,11.0,,131.0,63.0,6679.0,44.0,55.0,3704.0,54.0,41.0,43.0,2402.0,,174.0,4642.0,225.0,,14.0,51.0,49.0,14.0,214.0,403.0,13.0,,267.0,576.0,294.0,,,46.0,,177.0,22248.0,,,5760.0,10.0,130.0,11.0,,,,,55.0,262.0,10.0,780.0,689.0,5574.0,86.0,1014.0,194.0,25969.0,,345.0,25.0,14.0,240.0,19.0,15.0,,12.0,22.0,,40.0,85.0,96.0,21.0,,,1221.0,84.0,158.0,,4304.0,18.0,,24.0,32.0,57.0,199.0,10.0,253.0,154.0,,634.0,477.0,494.0,854.0,10.0,567.0,615.0,40.0,,127.0,,144.0,,12.0,17.0,80.0,16.0,79.0,,22524.0,,16.0,2152.0,1589.0,,10.0,51.0,,38.0,2600.0,51493.0,201.0,64.0,22853.0,12.0,,10.0,199997.0,,
2020-04-26,47.0,27.0,419.0,40.0,185.0,28.0,80.0,536.0,21.0,11.0,,140.0,67.0,6917.0,46.0,57.0,4057.0,55.0,41.0,53.0,2571.0,,181.0,4642.0,233.0,,14.0,54.0,51.0,14.0,218.0,418.0,13.0,,273.0,576.0,307.0,,,46.0,,186.0,22617.0,,,5877.0,10.0,130.0,13.0,,,,,59.0,262.0,10.0,825.0,720.0,5650.0,86.0,1063.0,199.0,26384.0,,360.0,25.0,14.0,242.0,20.0,19.0,,12.0,24.0,11.0,41.0,85.0,98.0,21.0,,,1305.0,94.0,159.0,,4424.0,18.0,,27.0,35.0,59.0,201.0,10.0,269.0,159.0,,700.0,494.0,524.0,880.0,10.0,601.0,681.0,40.0,,136.0,,151.0,,12.0,17.0,81.0,18.0,86.0,,22902.0,,17.0,2192.0,1599.0,,10.0,51.0,,38.0,2706.0,53755.0,201.0,71.0,23697.0,14.0,,10.0,206187.0,,,27.0,419.0,40.0,185.0,28.0,80.0,536.0,21.0,11.0,,140.0,67.0,6917.0,46.0,57.0,4057.0,55.0,41.0,53.0,2571.0,,181.0,4642.0,233.0,,14.0,54.0,51.0,14.0,218.0,418.0,13.0,,273.0,576.0,307.0,,,46.0,,186.0,22617.0,,,5877.0,10.0,130.0,13.0,,,,,59.0,262.0,10.0,825.0,720.0,5650.0,86.0,1063.0,199.0,26384.0,,360.0,25.0,14.0,242.0,20.0,19.0,,12.0,24.0,11.0,41.0,85.0,98.0,21.0,,,1305.0,94.0,159.0,,4424.0,18.0,,27.0,35.0,59.0,201.0,10.0,269.0,159.0,,700.0,494.0,524.0,880.0,10.0,601.0,681.0,40.0,,136.0,,151.0,,12.0,17.0,81.0,18.0,86.0,,22902.0,,17.0,2192.0,1599.0,,10.0,51.0,,38.0,2706.0,53755.0,201.0,71.0,23697.0,14.0,,10.0,206187.0,,
2020-04-27,50.0,28.0,425.0,40.0,192.0,28.0,83.0,542.0,21.0,11.0,,145.0,72.0,7094.0,50.0,59.0,4286.0,56.0,42.0,56.0,2687.0,,189.0,4643.0,244.0,,14.0,55.0,54.0,14.0,220.0,422.0,13.0,,278.0,576.0,317.0,,,49.0,,190.0,22859.0,,,5976.0,11.0,134.0,15.0,,,,,59.0,272.0,10.0,881.0,743.0,5710.0,87.0,1087.0,201.0,26644.0,,372.0,25.0,14.0,243.0,21.0,20.0,,12.0,24.0,12.0,41.0,88.0,98.0,23.0,,,1351.0,96.0,161.0,,4491.0,19.0,,29.0,40.0,61.0,201.0,10.0,281.0,165.0,,728.0,501.0,535.0,903.0,10.0,619.0,747.0,41.0,,139.0,,156.0,,12.0,18.0,82.0,23.0,87.0,,23190.0,,21.0,2194.0,1610.0,,10.0,51.0,,38.0,2805.0,54881.0,209.0,76.0,24117.0,15.0,,10.0,209900.0,,,28.0,425.0,40.0,192.0,28.0,83.0,542.0,21.0,11.0,,145.0,72.0,7094.0,50.0,59.0,4286.0,56.0,42.0,56.0,2687.0,,189.0,4643.0,244.0,,14.0,55.0,54.0,14.0,220.0,422.0,13.0,,278.0,576.0,317.0,,,49.0,,190.0,22859.0,,,5976.0,11.0,134.0,15.0,,,,,59.0,272.0,10.0,881.0,743.0,5710.0,87.0,1087.0,201.0,26644.0,,372.0,25.0,14.0,243.0,21.0,20.0,,12.0,24.0,12.0,41.0,88.0,98.0,23.0,,,1351.0,96.0,161.0,,4491.0,19.0,,29.0,40.0,61.0,201.0,10.0,281.0,165.0,,728.0,501.0,535.0,903.0,10.0,619.0,747.0,41.0,,139.0,,156.0,,12.0,18.0,82.0,23.0,87.0,,23190.0,,21.0,2194.0,1610.0,,10.0,51.0,,38.0,2805.0,54881.0,209.0,76.0,24117.0,15.0,,10.0,209900.0,,
2020-04-28,57.0,28.0,432.0,40.0,197.0,29.0,83.0,549.0,22.0,11.0,,152.0,75.0,7207.0,53.0,60.0,4603.0,58.0,42.0,58.0,2841.0,,198.0,4643.0,253.0,,14.0,59.0,56.0,15.0,223.0,427.0,13.0,,282.0,663.0,337.0,,,50.0,,193.0,23296.0,,,6126.0,11.0,136.0,15.0,,,,,61.0,280.0,10.0,939.0,765.0,5806.0,88.0,1102.0,204.0,26977.0,,385.0,25.0,14.0,244.0,22.0,22.0,,13.0,24.0,12.0,41.0,88.0,99.0,23.0,,10.0,1434.0,102.0,162.0,,4534.0,19.0,,29.0,40.0,65.0,205.0,10.0,292.0,167.0,,782.0,511.0,562.0,928.0,10.0,641.0,794.0,41.0,,144.0,,162.0,,14.0,18.0,83.0,26.0,90.0,,23521.0,,22.0,2274.0,1665.0,,10.0,52.0,,39.0,2900.0,56219.0,220.0,82.0,24458.0,15.0,,10.0,214444.0,,,28.0,432.0,40.0,197.0,29.0,83.0,549.0,22.0,11.0,,152.0,75.0,7207.0,53.0,60.0,4603.0,58.0,42.0,58.0,2841.0,,198.0,4643.0,253.0,,14.0,59.0,56.0,15.0,223.0,427.0,13.0,,282.0,663.0,337.0,,,50.0,,193.0,23296.0,,,6126.0,11.0,136.0,15.0,,,,,61.0,280.0,10.0,939.0,765.0,5806.0,88.0,1102.0,204.0,26977.0,,385.0,25.0,14.0,244.0,22.0,22.0,,13.0,24.0,12.0,41.0,88.0,99.0,23.0,,10.0,1434.0,102.0,162.0,,4534.0,19.0,,29.0,40.0,65.0,205.0,10.0,292.0,167.0,,782.0,511.0,562.0,928.0,10.0,641.0,794.0,41.0,,144.0,,162.0,,14.0,18.0,83.0,26.0,90.0,,23521.0,,22.0,2274.0,1665.0,,10.0,52.0,,39.0,2900.0,56219.0,220.0,82.0,24458.0,15.0,,10.0,214444.0,,
2020-04-29,58.0,30.0,437.0,41.0,207.0,30.0,89.0,569.0,22.0,11.0,,155.0,79.0,7331.0,55.0,63.0,5083.0,58.0,42.0,58.0,2983.0,,207.0,4643.0,269.0,,14.0,63.0,58.0,15.0,227.0,434.0,13.0,,286.0,871.0,359.0,,,50.0,,199.0,23663.0,,,6314.0,16.0,138.0,15.0,,,,,64.0,291.0,10.0,1008.0,773.0,5877.0,90.0,1159.0,210.0,27359.0,,394.0,25.0,14.0,246.0,22.0,23.0,,13.0,24.0,16.0,44.0,89.0,100.0,24.0,,10.0,1569.0,103.0,165.0,,4582.0,19.0,,31.0,44.0,71.0,206.0,10.0,312.0,167.0,,854.0,530.0,596.0,948.0,10.0,663.0,867.0,41.0,,152.0,,168.0,,14.0,20.0,86.0,28.0,93.0,,23822.0,,25.0,2355.0,1699.0,,10.0,54.0,,40.0,2992.0,58355.0,239.0,89.0,25369.0,15.0,,10.0,220801.0,,,30.0,437.0,41.0,207.0,30.0,89.0,569.0,22.0,11.0,,155.0,79.0,7331.0,55.0,63.0,5083.0,58.0,42.0,58.0,2983.0,,207.0,4643.0,269.0,,14.0,63.0,58.0,15.0,227.0,434.0,13.0,,286.0,871.0,359.0,,,50.0,,199.0,23663.0,,,6314.0,16.0,138.0,15.0,,,,,64.0,291.0,10.0,1008.0,773.0,5877.0,90.0,1159.0,210.0,27359.0,,394.0,25.0,14.0,246.0,22.0,23.0,,13.0,24.0,16.0,44.0,89.0,100.0,24.0,,10.0,1569.0,103.0,165.0,,4582.0,19.0,,31.0,44.0,71.0,206.0,10.0,312.0,167.0,,854.0,530.0,596.0,948.0,10.0,663.0,867.0,41.0,,152.0,,168.0,,14.0,20.0,86.0,28.0,93.0,,23822.0,,25.0,2355.0,1699.0,,10.0,54.0,,40.0,2992.0,58355.0,239.0,89.0,25369.0,15.0,,10.0,220801.0,,
2020-04-30,60.0,30.0,444.0,42.0,214.0,30.0,91.0,580.0,23.0,11.0,,163.0,84.0,7501.0,59.0,65.0,5513.0,64.0,43.0,61.0,3155.0,,216.0,4643.0,278.0,,14.0,67.0,58.0,15.0,227.0,443.0,13.0,,293.0,883.0,380.0,,,50.0,,206.0,24090.0,,,6467.0,16.0,139.0,16.0,,,,,66.0,300.0,10.0,1079.0,784.0,5957.0,92.0,1190.0,215.0,27682.0,,413.0,25.0,15.0,247.0,22.0,24.0,,15.0,24.0,16.0,45.0,89.0,100.0,25.0,,10.0,1732.0,111.0,168.0,,4727.0,19.0,,32.0,51.0,73.0,207.0,10.0,343.0,178.0,,943.0,558.0,624.0,973.0,10.0,693.0,972.0,41.0,,157.0,,173.0,,14.0,22.0,89.0,28.0,103.0,,24275.0,,28.0,2462.0,1716.0,,16.0,54.0,,40.0,3081.0,60967.0,250.0,98.0,26166.0,15.0,,10.0,227665.0,,,30.0,444.0,42.0,214.0,30.0,91.0,580.0,23.0,11.0,,163.0,84.0,7501.0,59.0,65.0,5513.0,64.0,43.0,61.0,3155.0,,216.0,4643.0,278.0,,14.0,67.0,58.0,15.0,227.0,443.0,13.0,,293.0,883.0,380.0,,,50.0,,206.0,24090.0,,,6467.0,16.0,139.0,16.0,,,,,66.0,300.0,10.0,1079.0,784.0,5957.0,92.0,1190.0,215.0,27682.0,,413.0,25.0,15.0,247.0,22.0,24.0,,15.0,24.0,16.0,45.0,89.0,100.0,25.0,,10.0,1732.0,111.0,168.0,,4727.0,19.0,,32.0,51.0,73.0,207.0,10.0,343.0,178.0,,943.0,558.0,624.0,973.0,10.0,693.0,972.0,41.0,,157.0,,173.0,,14.0,22.0,89.0,28.0,103.0,,24275.0,,28.0,2462.0,1716.0,,16.0,54.0,,40.0,3081.0,60967.0,250.0,98.0,26166.0,15.0,,10.0,227665.0,,
2020-05-01,64.0,31.0,450.0,42.0,218.0,32.0,93.0,584.0,24.0,11.0,,168.0,89.0,7594.0,62.0,69.0,6006.0,66.0,43.0,61.0,3310.0,,227.0,4643.0,293.0,,14.0,69.0,61.0,15.0,236.0,452.0,13.0,,301.0,900.0,392.0,10.0,,52.0,,211.0,24379.0,,,6623.0,17.0,140.0,16.0,,,,,71.0,312.0,10.0,1154.0,792.0,6028.0,93.0,1232.0,222.0,27967.0,,430.0,25.0,17.0,248.0,22.0,26.0,,15.0,24.0,16.0,45.0,90.0,102.0,26.0,,10.0,1859.0,116.0,170.0,,4811.0,19.0,,32.0,58.0,77.0,210.0,11.0,385.0,188.0,10.0,1051.0,568.0,644.0,989.0,10.0,717.0,1073.0,41.0,,162.0,,179.0,,15.0,23.0,91.0,28.0,103.0,,24543.0,,31.0,2586.0,1737.0,,16.0,54.0,,41.0,3174.0,62996.0,261.0,105.0,26842.0,17.0,,16.0,233360.0,,,31.0,450.0,42.0,218.0,32.0,93.0,584.0,24.0,11.0,,168.0,89.0,7594.0,62.0,69.0,6006.0,66.0,43.0,61.0,3310.0,,227.0,4643.0,293.0,,14.0,69.0,61.0,15.0,236.0,452.0,13.0,,301.0,900.0,392.0,10.0,,52.0,,211.0,24379.0,,,6623.0,17.0,140.0,16.0,,,,,71.0,312.0,10.0,1154.0,792.0,6028.0,93.0,1232.0,222.0,27967.0,,430.0,25.0,17.0,248.0,22.0,26.0,,15.0,24.0,16.0,45.0,90.0,102.0,26.0,,10.0,1859.0,116.0,170.0,,4811.0,19.0,,32.0,58.0,77.0,210.0,11.0,385.0,188.0,10.0,1051.0,568.0,644.0,989.0,10.0,717.0,1073.0,41.0,,162.0,,179.0,,15.0,23.0,91.0,28.0,103.0,,24543.0,,31.0,2586.0,1737.0,,16.0,54.0,,41.0,3174.0,62996.0,261.0,105.0,26842.0,17.0,,16.0,233360.0,,
